EPIC,RAJ2000,DEJ2000,Mm
211031293,56.908359999999995,23.46805,0.9
211115713,56.908519999999996,24.81974,0.9
211119999,56.90865,24.89183,0.9
211093429,56.91396999999999,24.45893,0.9
211001714,56.91576,23.0013,0.9
211083317,56.91822,24.30193,0.9
211087357,56.918530000000004,24.36459,0.9
210997197,56.920730000000006,22.93001,0.9
211048014,56.921580000000006,23.740289999999998,0.9
211062662,56.92265,23.97194,0.9
211045643,56.93603,23.7009,0.9
211104535,56.941280000000006,24.63373,0.9
211138781,56.949380000000005,25.22625,0.9
211015308,56.95046,23.21814,0.9
211091536,56.9574,24.4287,0.9
211096432,56.96228000000001,24.50522,0.9
211043323,56.966469999999994,23.66339,0.9
211060621,56.968830000000004,23.94128,0.9
211001183,56.97026999999999,22.99279,0.9
211021827,56.98028000000001,23.31833,0.9
211080546,56.98596,24.25887,0.9
210945565,56.99175,22.1142,0.9
211101996,56.99737,24.5937,0.9
211110500,56.99889,24.73134,0.9
211027306,57.02072,23.40385,0.9
211003744,57.02425,23.03414,0.9
211056865,57.02443,23.88364,0.9
211064559,57.02766,24.001929999999998,0.9
211143504,57.031969999999994,25.31534,0.1
211047990,57.03317,23.73992,0.9
211045994,57.03726999999999,23.706529999999997,0.9
211063049,57.03839,23.97799,0.9
211001695,57.0424,23.00114,0.1
211063723,57.042390000000005,23.988979999999998,0.9
211033726,57.04577,23.50702,0.9
210860152,57.04755,20.77852,0.9
211063134,57.05546999999999,23.97972,0.9
211084436,57.05645,24.31842,0.9
211041474,57.05737,23.63319,0.9
211029245,57.06349,23.4349,0.9
211045648,57.06361999999999,23.701,0.9
211139647,57.0645,25.24353,0.9
211038622,57.067,23.58762,0.9
211138217,57.07026,25.21517,0.9
211041683,57.07045,23.6368,0.9
211057320,57.07134,23.89038,0.9
211096385,57.07204,24.50442,0.9
211051985,57.07233000000001,23.80659,0.9
210942652,57.07334,22.06703,0.9
211128863,57.07371,25.04788,0.9
211057388,57.07506,23.89151,0.9
211039634,57.082640000000005,23.60333,0.9
211121361,57.08453000000001,24.91532,0.9
211034343,57.08575,23.51708,0.9
211101098,57.089690000000004,24.578789999999998,0.9
210993561,57.09437,22.8727,0.9
211030912,57.09458000000001,23.46196,0.9
211062705,57.09486,23.97254,0.9
211115457,57.095009999999995,24.8149,0.9
211010149,57.09966,23.135679999999997,0.9
211079332,57.10515,24.240560000000002,0.9
210951703,57.106269999999995,22.21159,0.9
211139723,57.10848000000001,25.24475,0.9
211067419,57.109019999999994,24.04844,0.9
211013604,57.11079,23.19161,0.1
211020742,57.116780000000006,23.30077,0.9
211062438,57.12399,23.968329999999998,0.9
211086138,57.12538000000001,24.345589999999998,0.9
211081985,57.129369999999994,24.28148,0.9
211066477,57.13264,24.03301,0.9
211066484,57.140730000000005,24.03306,0.9
211029232,57.1438,23.43481,0.9
210994964,57.1466,22.895139999999998,0.9
211076761,57.147859999999994,24.20091,0.9
211116917,57.16375,24.838910000000002,0.9
211077464,57.16627,24.21194,0.9
211103033,57.168440000000004,24.60951,0.9
211127395,57.169140000000006,25.02226,0.9
211016654,57.17075,23.2382,0.9
211126627,57.17556999999999,25.007929999999998,0.9
211018096,57.182880000000004,23.25985,0.9
211132233,57.18349,25.1063,0.9
211103923,57.18618000000001,24.62324,0.9
211103969,57.188959999999994,24.624010000000002,0.9
211023137,57.18931,23.33887,0.9
210942842,57.1941,22.070220000000003,0.9
210901321,57.20091,21.41134,0.9
211027879,57.20325,23.41339,0.9
211081096,57.20394,24.267429999999997,0.9
211063000,57.2055,23.977320000000002,0.9
211006328,57.21108,23.07507,0.9
211087131,57.23185,24.36121,0.9
211085091,57.23895,24.32884,0.9
211007577,57.24284,23.09424,0.9
211014186,57.24369,23.201220000000003,0.9
211120664,57.25408,24.902820000000002,0.9
211000411,57.25416,22.980439999999998,0.9
211041750,57.25476999999999,23.63769,0.9
211017570,57.2597,23.25246,0.9
210933044,57.26231,21.913120000000003,0.9
211047980,57.274409999999996,23.73975,0.9
211008337,57.27466,23.10613,0.9
211050460,57.27545,23.781270000000003,0.9
211086260,57.29595,24.347579999999997,0.9
210949534,57.29681,22.17679,0.9
211036665,57.296980000000005,23.555239999999998,0.1
211104722,57.29885,24.6366,0.9
211057064,57.3008,23.88683,0.9
211016037,57.301269999999995,23.22835,0.9
211100392,57.314080000000004,24.56728,0.9
211025773,57.315059999999995,23.38038,0.9
211068337,57.31836,24.063670000000002,0.9
211089419,57.319959999999995,24.39613,0.9
211065427,57.320009999999996,24.01635,0.1
211113202,57.33579,24.776670000000003,0.9
211108263,57.33851,24.69472,0.9
211042656,57.33954,23.6518,0.9
210915466,57.34376999999999,21.63233,0.9
211054014,57.35021,23.83928,0.9
210958195,57.35643,22.31242,0.9
211004548,57.35665,23.0473,0.9
211089916,57.3649,24.40384,0.9
211098117,57.365140000000004,24.53173,0.9
211046315,57.36974,23.712229999999998,0.9
211042471,57.3742,23.64873,0.9
211044929,57.38008000000001,23.68885,0.9
211018906,57.38398000000001,23.271729999999998,0.9
211059767,57.38556,23.928520000000002,0.9
211027758,57.3857,23.41146,0.9
211025770,57.386340000000004,23.38041,0.9
211098279,57.38763,24.53406,0.9
211051330,57.388,23.79542,0.9
211030481,57.395469999999996,23.45468,0.9
210815768,57.39895,20.10804,0.9
210947895,57.39949,22.15148,0.9
211020101,57.41415,23.29012,0.9
210829886,57.42091,20.32433,0.1
211017407,57.421369999999996,23.24989,0.9
210934634,57.42374,21.93875,0.9
211093684,57.42612,24.463060000000002,0.9
211084463,57.42793,24.31883,0.9
211046293,57.431369999999994,23.711879999999997,0.9
210949721,57.451809999999995,22.18016,0.9
211045933,57.45981999999999,23.70563,0.9
210872577,57.459880000000005,20.96676,0.9
210894583,57.4658,21.30734,0.1
211070577,57.48117,24.10145,0.9
210833622,57.48359,20.381320000000002,0.9
211015348,57.48536,23.21864,0.9
211047055,57.49012,23.724529999999998,0.9
211054599,57.491890000000005,23.848689999999998,0.9
211046168,57.49306,23.709429999999998,0.9
211076441,57.498059999999995,24.19611,0.9
211055468,57.50904,23.86245,0.9
211020988,57.5208,23.30485,0.9
211071889,57.521080000000005,24.12398,0.9
211156183,57.53504,25.54891,0.9
211064196,57.551080000000006,23.99589,0.9
211059658,57.55186,23.92673,0.9
211149525,57.561440000000005,25.42505,0.9
211078413,57.5636,24.22672,0.9
211147023,57.57358000000001,25.37955,0.9
211007717,57.58875,23.09639,0.9
210950265,57.595459999999996,22.18836,0.9
210855272,57.60395,20.70505,0.1
211059754,57.604769999999995,23.92833,0.9
211025708,57.61391999999999,23.37921,0.9
211005706,57.615919999999996,23.06531,0.9
210947594,57.63309,22.1466,0.9
210830104,57.641059999999996,20.32744,0.9
211149600,57.64881999999999,25.42651,0.9
210967901,57.65585,22.468989999999998,0.9
211015258,57.662130000000005,23.21744,0.9
211147822,57.66373000000001,25.39377,0.9
211060078,57.66698,23.93306,0.9
211161968,57.67163000000001,25.65856,0.9
211022539,57.714330000000004,23.3291,0.9
211062007,57.7185,23.96154,0.9
211053737,57.726330000000004,23.834889999999998,0.9
211158092,57.735859999999995,25.58519,0.9
211059775,57.74235,23.92857,0.9
211129308,57.75963,25.05547,0.1
211038382,57.763619999999996,23.583479999999998,0.9
210963935,57.7663,22.40479,0.9
211023807,57.77959,23.34938,0.9
211048321,57.79948,23.74539,0.9
211060049,57.8003,23.93263,0.9
211147423,57.80769,25.38656,0.9
211019565,57.81589,23.28227,0.9
210878635,57.819219999999994,21.05975,0.9
211053255,57.82023,23.8266,0.9
211011910,57.831140000000005,23.16379,0.9
211135523,57.84222,25.16613,0.9
210945519,57.84946,22.11339,0.9
211131748,57.84952,25.09802,0.9
211138883,57.901680000000006,25.228,0.9
211013066,57.90841999999999,23.18317,0.9
211025002,57.912769999999995,23.36795,0.9
211125210,57.9185,24.983179999999997,0.9
210917754,57.92535,21.66836,0.9
211020371,57.9631,23.29484,0.9
211038222,57.96475,23.58041,0.9
210927253,57.9648,21.82142,0.9
210927331,57.96621,21.822770000000002,0.9
211036881,57.977090000000004,23.55882,0.9
211023176,57.988890000000005,23.33943,0.9
211106636,57.99507,24.66796,0.9
211106535,57.99715,24.6664,0.9
211127537,58.00682,25.02486,0.9
211106344,58.009330000000006,24.6633,0.1
211132111,58.01095,25.1042,0.9
211127297,58.0149,25.02055,0.9
210923443,58.01821999999999,21.7609,0.9
210974893,58.02321,22.58205,0.9
210939705,58.027730000000005,22.02073,0.9
211151674,58.03311,25.46521,0.9
210866482,58.0467,20.876070000000002,0.9
211093203,58.07309,24.45549,0.9
210939348,58.07686999999999,22.01489,0.9
210907442,58.1024,21.506320000000002,0.1
211140155,58.130680000000005,25.25217,0.9
210969937,58.14359,22.50217,0.9
211127164,58.147130000000004,25.01799,0.9
211171449,58.162119999999994,25.84046,0.9
211093906,58.180119999999995,24.46631,0.9
211086444,58.185280000000006,24.34988,0.9
211141637,58.18894,25.27986,0.9
210919084,58.19025,21.68893,0.9
210920246,58.20288000000001,21.70787,0.1
210971348,58.21545,22.52586,0.9
210924735,58.22084,21.78196,0.9
211124025,58.232980000000005,24.961660000000002,0.9
210965731,58.23733000000001,22.43376,0.9
210880560,58.24312,21.08899,0.9
211150258,58.24488,25.4387,0.9
211120561,58.24641,24.901529999999998,0.9
211130173,58.271330000000006,25.07104,0.9
211168863,58.28031,25.78935,0.9
211068400,58.34874,24.06506,0.9
211128116,58.35204,25.03533,0.9
210871940,58.38149,20.957539999999998,0.9
211090925,58.42063,24.41939,0.9
210863683,58.42924,20.83351,0.9
211048116,58.44826,23.74195,0.9
211177579,58.459430000000005,25.96461,0.9
210964780,58.47009,22.418570000000003,0.9
210840112,58.49216,20.48045,0.9
211101218,58.50155,24.580560000000002,0.9
211063361,58.50289,23.98333,0.9
211085419,58.53719,24.33364,0.9
211143325,58.54784,25.31195,0.9
210873256,58.55631999999999,20.9774,0.9
211086170,58.56499,24.34605,0.9
211153286,58.57845,25.49529,0.9
211069011,58.589969999999994,24.07564,0.9
211041682,58.593630000000005,23.63673,0.9
211109330,58.60429,24.712139999999998,0.9
211087059,58.605180000000004,24.36008,0.9
210899950,58.61595,21.389770000000002,0.9
211053776,58.61649,23.835420000000003,0.9
211060762,58.61711,23.94344,0.9
211084620,58.61852,24.32115,0.9
211163008,58.64004,25.678810000000002,0.9
210931244,58.644969999999994,21.88394,0.9
211102300,58.66299,24.5985,0.9
211128979,58.6932,25.04984,0.1
211154974,58.69385,25.52645,0.9
211100931,58.718990000000005,24.57624,0.9
211139534,58.741769999999995,25.24149,0.9
211069510,58.78735,24.084120000000002,0.9
210776021,58.80676,19.504720000000002,0.9
210784223,58.81555,19.62963,0.9
211139818,58.86269,25.24614,0.9
211049922,58.87085,23.77245,0.9
210879932,58.88307,21.07951,0.9
211062846,58.893409999999996,23.974610000000002,0.9
210892390,58.914590000000004,21.2728,0.9
211059650,58.953019999999995,23.92677,0.9
211142685,58.98505,25.30007,0.9
210886244,58.989740000000005,21.17752,0.9
211099297,58.993280000000006,24.54994,0.9
210909923,59.01886,21.54522,0.9
210846442,59.04716,20.57508,0.9
211129571,59.04741,25.0602,0.9
210877423,59.051269999999995,21.04085,0.9
211152884,59.06581,25.48765,0.9
211062206,59.077459999999995,23.96444,0.9
210882573,59.09293,21.12144,0.9
211116507,59.09788,24.83243,0.9
210769047,59.099669999999996,19.39828,0.9
211007344,59.10409,23.09081,0.9
211081949,59.10803000000001,24.28099,0.1
211066413,59.120419999999996,24.031779999999998,0.9
210986927,59.19914,22.768929999999997,0.9
210804191,59.20811,19.93047,0.9
211065006,59.32017,24.00923,0.9
211141632,59.37562,25.27971,0.9
210965709,59.38333000000001,22.4334,0.9
211060969,59.387730000000005,23.94652,0.9
211067702,59.38879,24.05319,0.9
210996915,59.39414,22.92576,0.1
211000740,59.39689,22.98566,0.9
211059949,59.40031,23.93124,0.9
211140995,59.41944,25.267879999999998,0.9
211147344,59.429030000000004,25.385270000000002,0.9
210947280,59.45568000000001,22.142039999999998,0.9
211057850,59.50815,23.89857,0.9
211065426,59.60471999999999,24.01635,0.9
211006027,59.62907,23.07028,0.9
210980418,59.64236,22.66985,0.9
211129321,59.77625,25.05559,0.1
210967582,59.77935,22.46348,0.9
211082429,59.80381,24.288510000000002,0.9
210791550,59.81933000000001,19.74099,0.9
210974237,59.8454,22.571360000000002,0.9
210926194,59.862159999999996,21.80528,0.9
211009416,59.8647,23.12379,0.9
210892321,59.88105,21.2719,0.9
210932705,59.91596,21.90782,0.9
210887995,59.927730000000004,21.20427,0.1
210944157,59.99935,22.09159,0.1
210940839,60.042840000000005,22.03819,0.9
211127799,60.06605,25.0296,0.9
211029446,60.108909999999995,23.43825,0.9
211030074,60.16766,23.448420000000002,0.9
211013743,60.22132,23.19391,0.9
210833049,60.26719,20.3727,0.1
210949562,60.297309999999996,22.17732,0.9
211012609,60.30823,23.175060000000002,0.9
210912544,60.3585,21.585820000000002,0.9
210948982,60.45483,22.16818,0.9
211000887,60.46225,22.98777,0.9
211110672,60.48271,24.734070000000003,0.9
211010517,60.64488000000001,23.1413,0.9
211033935,60.7082,23.51078,0.9
211057712,60.93263,23.8965,0.9
211046826,60.95649,23.72061,0.1
210839388,61.03515,20.46941,0.9
210941338,61.14493,22.0463,0.9
210957703,61.30712,22.30519,0.9
210975876,61.45863000000001,22.59841,0.1
210977069,61.6189,22.61669,0.9
210973624,61.624880000000005,22.56219,0.1
210940618,61.733430000000006,22.0347,0.9
210875952,61.95449,21.01827,0.9
211052320,62.51583,23.8122,0.9
210784603,52.7649,19.63475,0.9
210899735,53.009809999999995,21.38635,0.9
210904850,53.048069999999996,21.46559,0.9
210971138,53.293730000000004,22.52204,0.9
211029507,53.828109999999995,23.43919,0.9
211018285,54.21886,23.26258,0.1
211071563,54.89773,24.11842,0.9
211073598,55.41189,22.277929999999998,0.9
211059010,55.42669,23.91589,0.9
210817106,55.82808000000001,20.12912,0.9
211075777,55.83795,24.18589,0.9
211088007,55.930209999999995,24.37455,0.9
210967607,56.10624,22.463910000000002,0.9
211089323,56.10711,24.39467,0.9
211038095,56.14955,23.57836,0.9
210804032,56.19704,19.92827,0.1
211018711,56.213480000000004,23.26896,0.9
211012313,56.36552,23.17035,0.1
211047412,56.407309999999995,23.73065,0.9
211085527,56.40741,24.335639999999998,0.9
211078009,56.43504,24.22033,0.9
211066835,56.465140000000005,24.0389,0.9
211067590,56.49041,24.05144,0.9
211097879,56.51203,24.52787,0.9
211076042,56.566680000000005,24.18984,0.9
211080301,56.61366999999999,24.255029999999998,0.9
211094556,56.633430000000004,24.476229999999997,0.9
211040918,56.64252,23.624010000000002,0.9
211090558,56.679069999999996,24.4141,0.9
211056608,56.75148000000001,23.8801,0.9
210837725,56.772259999999996,20.44432,0.1
211080604,56.78921,24.2597,0.9
211078329,56.79909,24.22541,0.9
211078745,56.7994,24.23165,0.9
211072836,56.830619999999996,24.139120000000002,0.9
211051770,56.837340000000005,23.80336,0.9
211101694,56.85021999999999,24.58847,0.9
211082420,56.87274,24.288339999999998,0.9
211103431,56.9351,24.61557,0.1
211127791,57.03671,25.02939,0.9
211080885,57.059569999999994,24.264120000000002,0.9
211093202,57.17784,24.45545,0.9
211102810,57.31298,24.60631,0.9
211088413,57.34056999999999,24.38097,0.9
211060530,57.40047,23.93984,0.9
211023311,57.4205,23.34161,0.9
211052416,57.55246999999999,23.81364,0.9
210837336,58.03669,20.4386,0.1
211136223,58.1758,25.17845,0.9
211142460,58.226,25.29542,0.9
211142730,58.281130000000005,25.30099,0.1
211067949,58.34028000000001,24.05745,0.9
210770541,58.35033000000001,19.42136,0.9
211052796,58.45019,23.81941,0.9
211004088,59.04326,23.04004,0.9
211135624,59.217940000000006,25.16815,0.9
211115160,59.237840000000006,24.809639999999998,0.9
211132306,59.55801999999999,25.1077,0.1
210914325,59.70856,21.6148,0.9
211083805,59.73499,24.30901,0.9
210917578,59.87215,21.665670000000002,0.9
211162249,59.982890000000005,25.664179999999998,0.9
211029542,60.07049,23.43975,0.9
211038138,60.27414,23.57897,0.9
211143760,60.498219999999996,25.32016,0.9
210998086,60.93402,22.9443,0.9
211026906,61.1549,23.39764,0.9
